yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2007,CHA,AL,phillhe01,6,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHA,AL,richada02,56,55,56,56,0,0,0,56,0,0,0,0,0,0,0,0,1
2007,CHA,AL,siscoan01,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHA,AL,sweenry01,15,13,15,14,0,0,0,0,0,0,11,3,0,14,0,2,0
2007,CHA,AL,terrelu01,61,30,61,57,0,0,0,0,0,0,5,38,15,57,0,13,4
2007,CHA,AL,wasseeh01,33,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,
2007,CHN,NL,bowenro01,10,9,10,9,0,9,0,0,0,0,0,0,0,0,0,1,0
2007,CHN,NL,cedenro02,38,14,38,24,0,0,0,8,4,15,0,0,0,0,0,11,7
2007,CHN,NL,cottsne01,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,fontemi01,86,53,86,64,0,0,0,62,0,3,0,0,0,0,0,25,0
2007,CHN,NL,foxja02,7,3,7,4,0,0,1,0,0,0,0,0,3,3,0,3,0
2007,CHN,NL,fuldsa01,14,1,14,8,0,0,0,0,0,0,1,1,6,8,0,2,7
2007,CHN,NL,gallase01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,guzmaan01,12,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,hartke01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,hillri01,32,31,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,izturce01,65,48,65,60,0,0,0,0,0,60,0,0,0,0,0,7,2
2007,CHN,NL,marmoca01,59,0,56,59,59,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,marshse01,21,17,19,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,mooresc02,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2007,CHN,NL,murtoma01,94,53,94,68,0,0,0,0,0,0,28,1,41,68,0,34,0
2007,CHN,NL,paganan01,71,32,71,60,0,0,0,0,0,0,2,34,29,60,0,16,9
2007,CHN,NL,patteer01,7,1,7,2,0,0,0,0,0,0,2,0,0,2,0,5,0
2007,CHN,NL,petribi01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,piefe01,87,36,87,82,0,0,0,0,0,0,2,80,0,82,0,5,17
2007,CHN,NL,pignaca01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,rapadcl01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,CHN,NL,sotoge01,18,13,18,16,0,16,0,0,0,0,0,0,0,0,0,2,0
2007,CHN,NL,zambrca01,37,33,36,34,34,0,0,0,0,0,0,0,0,0,0,3,0
2007,CIN,NL,baileho02,9,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,belisma01,30,28,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,braybi01,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,burtoja01,47,0,45,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,cantujo01,27,14,27,15,0,0,14,1,1,0,0,0,0,0,0,13,0
2007,CIN,NL,coatsbu01,20,4,20,12,0,0,0,0,0,0,5,2,5,12,0,10,0
2007,CIN,NL,coffeto01,58,0,56,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,coutljo01,64,0,60,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,cruzen01,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,CIN,NL,dumatph01,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,encared01,139,134,139,137,0,0,0,0,137,0,0,0,0,0,0,3,0
2007,CIN,NL,gilje01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,CIN,NL,goslimi01,23,0,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,hamiljo03,90,75,90,84,0,0,0,0,0,0,9,71,10,84,0,10,0
2007,CIN,NL,hanigry01,5,2,5,3,0,3,0,0,0,0,0,0,0,0,0,2,0
2007,CIN,NL,keppije01,67,55,67,62,0,0,1,3,13,47,1,0,1,2,0,7,0
2007,CIN,NL,livinbo01,11,10,11,10,10,0,0,0,0,0,0,0,0,0,0,1,0
2007,CIN,NL,lopezpe01,14,11,14,13,0,0,0,1,0,12,0,0,0,0,0,0,1
2007,CIN,NL,majewga01,32,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,mcbetma01,23,0,21,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,phillbr01,158,154,158,156,0,0,0,156,0,1,0,0,0,0,0,3,0
2007,CIN,NL,ramirel01,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,salmobr01,26,0,22,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2007,CIN,NL,vottojo01,24,21,24,22,0,0,17,0,0,0,6,0,0,6,0,3,0
2007,CLE,AL,barfijo02,130,115,130,120,0,0,0,120,0,0,0,0,0,0,0,1,13
2007,CLE,AL,cabreas01,45,40,45,45,0,0,0,40,1,7,0,0,0,0,0,4,1
2007,CLE,AL,cabrefe01,24,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2007,CLE,AL,carmofa01,32,2,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2007,CLE,AL,choosh01,6,4,6,5,0,0,0,0,0,0,3,0,2,5,0,1,1
2007,CLE,AL,davisja02,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,
2007,CLE,AL,francbe01,25,14,25,19,0,0,0,0,0,0,14,0,5,19,0,5,3
2007,CLE,AL,garkory01,138,127,138,125,0,0,125,0,0,0,0,0,0,0,6,11,0
2007,CLE,AL,gutiefr01,100,68,100,95,0,0,0,0,0,0,9,8,88,95,0,10,5
2007,CLE,AL,laffeaa01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,
2007,CLE,AL,laraju01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
2007,CLE,AL,lewisje01,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,
2007,CLE,AL,martean01,20,16,20,19,0,0,0,0,19,0,0,0,0,0,0,1,0
2007,CLE,AL,mastnto01,51,0,5,51,51,0,0,0,0,0,0,0,0,0,0,0,0
2007,CLE,AL,mujiced01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,
2007,CLE,AL,peraljh01,152,149,152,152,0,0,0,0,0,152,0,0,0,0,0,2,0
2007,CLE,AL,perezra01,44,0,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2007,CLE,AL,rousemi01,41,20,41,38,0,0,0,14,14,11,0,0,0,0,0,5,5
2007,CLE,AL,sabatcc01,34,1,1,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2007,CLE,AL,shoppke01,59,44,59,58,0,58,0,0,0,0,0,0,0,0,0,2,0
2007,CLE,AL,sizemgr01,162,158,162,160,0,0,0,0,0,0,0,160,0,160,1,2,1
2007,CLE,AL,sowerje01,13,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,ariasal02,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,bakerje03,85,26,85,40,0,0,20,0,2,0,6,0,13,18,2,51,0
2007,COL,NL,barkese01,3,0,3,2,0,0,0,0,0,0,1,1,0,2,0,2,0
2007,COL,NL,bautide01,9,1,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,belloed01,3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0
2007,COL,NL,buchhta01,41,8,38,41,41,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,clarkda06,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,corpama01,78,0,74,78,78,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,francje01,35,32,33,34,34,0,0,0,0,0,0,0,0,0,0,0,1
2007,COL,NL,hirshja01,19,17,17,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,hollima01,158,158,158,157,0,0,0,0,0,0,157,0,0,157,1,0,0
2007,COL,NL,iannech01,67,54,67,60,0,60,0,0,0,0,0,0,0,0,0,9,0
2007,COL,NL,jimenub01,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,keppebo01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,koshajo01,17,0,17,3,0,0,3,0,0,0,0,0,0,0,0,14,1
2007,COL,NL,moralfr01,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,morilju01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,newmajo01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,quintom01,27,17,27,26,0,0,0,25,0,2,0,0,0,0,0,4,1
2007,COL,NL,ramirra02,22,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2007,COL,NL,smithse01,7,0,7,1,0,0,0,0,0,0,0,0,1,1,0,7,0
2007,COL,NL,stewaia01,35,3,35,11,0,0,0,0,11,0,0,0,0,0,0,29,0
2007,COL,NL,taverwi01,97,88,97,86,0,0,0,0,0,0,0,86,0,86,3,8,1
2007,COL,NL,tulowtr01,155,155,155,155,0,0,0,0,0,155,0,0,0,0,0,0,0
2007,DET,AL,bazaryo01,11,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,bondeje01,28,2,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,capeljo01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,clevlbr01,13,1,13,12,0,0,0,0,0,0,8,1,4,12,0,1,3
2007,DET,AL,delaceu01,6,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,grandcu01,158,140,158,157,0,0,0,0,0,0,2,157,0,157,0,6,1
2007,DET,AL,infanom01,66,39,66,60,0,0,0,20,9,14,1,12,6,19,2,8,5
2007,DET,AL,jurrjja01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,ledezwi01,23,0,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,maybica01,24,11,24,15,0,0,0,0,0,0,10,5,0,15,0,4,8
2007,DET,AL,mcbrima01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,millean01,13,2,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,minerza01,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,rabelmi01,51,43,51,49,0,49,0,0,0,0,0,0,0,0,0,3,1
2007,DET,AL,raburry01,49,35,49,49,0,0,0,10,3,0,10,13,16,38,0,6,1
2007,DET,AL,rapadcl01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,tatajo01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,vasquvi01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,
2007,DET,AL,verlaju01,32,2,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2007,DET,AL,zumayjo01,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,
2007,FLO,NL,abercre01,35,17,35,19,0,0,0,0,0,0,3,17,2,19,0,9,9
2007,FLO,NL,andinro01,7,1,7,3,0,0,0,0,0,3,0,0,0,0,0,4,0
2007,FLO,NL,baronda01,16,6,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,cabremi01,157,156,157,154,0,0,0,0,154,0,0,0,0,0,3,1,0
2007,FLO,NL,carrobr01,23,12,23,20,0,0,0,0,0,0,7,12,5,20,0,3,4
2007,FLO,NL,carvama01,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,deazaal01,45,34,45,35,0,0,0,0,0,0,0,35,0,35,0,11,0
2007,FLO,NL,garciha01,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,hermije01,123,114,123,116,0,0,0,0,0,0,0,0,116,116,0,8,0
2007,FLO,NL,jacobmi02,114,104,114,108,0,0,108,0,0,0,0,0,0,0,0,8,0
2007,FLO,NL,johnsjo09,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,kensilo01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,lindeto01,85,19,85,30,0,0,0,0,0,0,19,4,8,30,0,57,1
2007,FLO,NL,lindsma01,71,0,67,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,martica03,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,messera01,23,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,mitrese01,27,24,24,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,nolasri01,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,olsensc01,33,32,32,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,pintore01,57,0,54,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,ramirha01,154,151,154,151,0,0,0,0,0,151,0,0,0,0,1,3,0
2007,FLO,NL,reeder01,18,2,18,4,0,0,0,0,0,0,0,4,0,4,0,14,2
2007,FLO,NL,rossco01,66,42,66,61,0,0,0,0,0,0,8,36,19,61,0,11,2
2007,FLO,NL,sanchan01,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,seddoch01,7,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,tanketa01,67,0,64,67,67,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,ugglada01,159,157,159,158,0,0,0,158,0,0,0,0,0,0,1,0,1
2007,FLO,NL,vanderi01,18,16,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,willido03,38,33,36,35,35,0,0,0,0,0,0,0,0,0,0,3,0
2007,FLO,NL,wolfro01,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2007,FLO,NL,zaratma01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,alberma01,31,18,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,anderjo03,21,15,21,19,0,0,0,0,0,0,3,15,1,19,0,3,1
2007,HOU,NL,burkech01,111,71,111,96,0,0,0,58,0,7,3,26,20,47,0,19,4
2007,HOU,NL,gutieju01,7,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,mclemma02,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,pattotr01,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,paulife01,5,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,pencehu01,108,108,108,108,0,0,0,0,0,0,0,95,14,108,0,0,0
2007,HOU,NL,sarfade01,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2007,HOU,NL,towlejr01,14,9,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,bannibr01,27,2,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,braunry01,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,
2007,KCA,AL,brazecr01,5,0,5,1,0,0,1,0,0,0,0,0,0,0,0,4,0
2007,KCA,AL,buckjo01,113,104,113,112,0,112,0,0,0,0,0,0,0,0,0,3,0
2007,KCA,AL,bucknbi02,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
2007,KCA,AL,butlebi03,92,85,92,18,0,0,13,0,0,0,6,0,0,6,69,7,0
2007,KCA,AL,cortefe01,8,3,8,6,0,0,0,6,0,0,0,0,0,0,0,2,1
2007,KCA,AL,costash01,55,21,55,27,0,0,0,0,0,0,15,0,13,27,3,25,3
2007,KCA,AL,davieky01,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,
2007,KCA,AL,delarjo01,26,2,3,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,gathrjo01,74,64,74,72,0,0,0,0,0,0,64,10,0,72,0,5,1
2007,KCA,AL,gobblji01,74,0,4,74,74,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,gordoal01,151,145,151,149,0,0,32,0,137,1,0,0,0,0,0,3,0
2007,KCA,AL,greinza01,52,0,3,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,hochelu01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,
2007,KCA,AL,huberju01,8,3,8,3,0,0,0,0,0,0,3,0,0,3,1,1,3
2007,KCA,AL,mussene01,17,0,3,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,nunezle01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,
2007,KCA,AL,penato02,152,145,152,150,0,0,0,1,0,150,0,0,0,0,0,1,1
2007,KCA,AL,soriajo01,62,0,6,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2007,KCA,AL,teahema01,144,139,144,141,0,0,9,0,0,0,0,5,137,138,0,4,0
2007,LAA,AL,aybarer01,79,48,79,66,0,0,0,43,1,20,6,0,2,8,1,20,2
2007,LAA,AL,brownma05,4,1,4,4,0,0,0,0,4,0,0,0,0,0,0,1,0
2007,LAA,AL,evanste01,8,3,8,7,0,0,0,0,0,0,1,0,6,7,0,1,1
2007,LAA,AL,izturma01,102,91,102,94,0,0,0,40,53,3,0,0,0,0,3,8,0
2007,LAA,AL,kendrho01,88,86,88,86,0,0,0,86,0,0,0,0,0,0,1,1,0
2007,LAA,AL,kotchca01,137,117,137,130,0,0,130,0,0,0,0,0,0,0,1,15,0
2007,LAA,AL,mathije01,59,52,59,57,0,57,0,0,0,0,0,0,0,0,0,2,1
2007,LAA,AL,moralke01,43,27,43,24,0,0,19,0,0,0,0,0,6,6,14,8,0
2007,LAA,AL,moseldu01,46,0,5,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAA,AL,napolmi01,75,68,75,75,0,75,0,0,0,0,0,0,0,0,0,1,1
2007,LAA,AL,resopch01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,
2007,LAA,AL,rodrifr03,64,0,4,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAA,AL,santaer01,28,2,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAA,AL,saundjo01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,
2007,LAA,AL,thompri03,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
2007,LAA,AL,weaveje02,28,2,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAA,AL,willire03,136,118,136,118,0,0,0,0,0,0,64,30,31,118,14,8,4
2007,LAA,AL,woodbr01,13,9,13,12,0,0,0,0,10,3,0,0,0,0,0,2,1
2007,LAN,NL,abreuto01,59,38,59,51,0,0,0,25,28,7,0,0,0,0,0,10,2
2007,LAN,NL,betemwi01,84,40,84,55,0,0,0,1,53,2,0,0,1,1,0,33,1
2007,LAN,NL,billich01,43,19,41,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,brazoyh01,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,broxtjo01,83,0,81,83,83,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,ethiean01,153,117,153,145,0,0,0,0,0,0,60,0,102,145,0,12,2
2007,LAN,NL,huch01,12,7,12,10,0,0,0,0,0,10,0,0,0,0,0,1,1
2007,LAN,NL,kempma01,98,66,98,91,0,0,0,0,0,0,0,6,88,91,0,10,5
2007,LAN,NL,kuoho01,8,4,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,larocan01,35,28,35,31,0,0,0,0,30,0,1,0,0,1,0,4,0
2007,LAN,NL,loneyja01,96,85,96,94,0,0,93,0,0,0,0,0,1,1,0,6,0
2007,LAN,NL,martiru01,151,145,151,145,0,145,0,0,0,0,0,0,0,0,2,4,0
2007,LAN,NL,meloajo01,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,tsaoch01,21,0,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2007,LAN,NL,youngde04,19,5,19,8,0,0,0,2,0,0,6,0,0,6,0,12,1
2007,MIL,NL,braunry02,113,112,113,112,0,0,0,0,112,0,0,0,0,0,0,1,0
2007,MIL,NL,capeljo01,7,0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,fieldpr01,158,155,158,153,0,0,153,0,0,0,0,0,0,0,4,2,0
2007,MIL,NL,gallayo01,20,17,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,gwynnto02,69,22,69,39,0,0,0,0,0,0,4,27,10,39,0,32,3
2007,MIL,NL,hardyjj01,151,145,151,149,0,0,0,0,0,149,0,0,0,0,0,2,0
2007,MIL,NL,hartco01,140,122,140,128,0,0,0,0,0,0,0,34,113,128,0,16,0
2007,MIL,NL,mccluse01,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,nixla01,10,0,10,5,0,0,0,0,0,0,1,4,0,5,0,8,0
2007,MIL,NL,parrama01,9,2,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,rottivi01,8,0,8,2,0,0,1,0,0,0,1,0,0,1,0,6,0
2007,MIL,NL,stettmi01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,stockme01,9,0,9,6,0,0,0,0,0,0,4,0,2,6,0,1,4
2007,MIL,NL,villaca01,59,5,56,59,59,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIL,NL,weeksri01,118,111,118,115,0,0,0,115,0,0,0,0,0,0,0,4,0
2007,MIN,AL,bakersc02,24,2,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIN,AL,blackni01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,bonsebo01,31,2,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIN,AL,buschbr01,33,24,33,27,0,0,0,0,27,0,0,0,0,0,0,7,1
2007,MIN,AL,casilal01,56,50,56,55,0,0,0,52,0,5,0,0,0,0,0,1,4
2007,MIN,AL,crainje01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,depauju01,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,garzama01,16,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIN,AL,jonesga02,31,22,31,14,0,0,8,0,0,0,5,0,1,6,12,5,0
2007,MIN,AL,kubelja01,128,115,128,84,0,0,0,0,0,0,84,0,0,84,34,11,1
2007,MIN,AL,mauerjo01,109,106,109,91,0,91,0,0,0,0,0,0,0,0,18,3,0
2007,MIN,AL,milleja03,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,moraljo02,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,MIN,AL,morneju01,157,157,157,143,0,0,143,0,0,0,0,0,0,0,14,0,0
2007,MIN,AL,neshepa01,74,0,5,74,74,0,0,0,0,0,0,0,0,0,0,0,0
2007,MIN,AL,perkigl01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,rodrilu01,68,39,68,58,0,0,3,21,38,0,0,0,0,0,2,14,2
2007,MIN,AL,sloweke01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,
2007,MIN,AL,watkito01,9,8,9,8,0,0,0,0,8,1,0,0,0,0,0,1,0
2007,NYA,AL,betemwi01,37,20,37,35,0,0,14,2,14,8,1,0,0,1,0,5,1
2007,NYA,AL,brittch01,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,brunebr01,58,0,6,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,cabreme01,150,137,150,147,0,0,0,0,0,0,18,131,5,147,0,6,1
2007,NYA,AL,canoro01,160,157,160,159,0,0,0,159,0,0,0,0,0,0,0,3,0
2007,NYA,AL,chambjo03,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,clippty01,6,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,desalma01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,gonzaal03,12,2,12,12,0,0,0,0,1,11,0,0,0,0,0,1,1
2007,NYA,AL,hennse01,29,0,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,hugheph01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,karstje01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,kenneia01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,ohlenro01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,ramired01,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,rasneda01,6,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,sardibr01,10,2,10,6,0,0,0,0,1,0,1,0,4,5,0,0,6
2007,NYA,AL,verasjo01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,
2007,NYA,AL,wangch01,30,1,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYA,AL,wrighch01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,
2007,NYN,NL,burgoam01,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYN,NL,gomezca01,58,34,58,52,0,0,0,0,0,0,27,4,22,52,0,6,5
2007,NYN,NL,gotayru01,98,36,98,43,0,0,0,37,2,5,0,0,0,0,0,57,1
2007,NYN,NL,hernaan01,4,0,4,1,0,0,0,0,0,1,0,0,0,0,0,3,1
2007,NYN,NL,humbeph01,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYN,NL,johnsbe02,9,7,9,9,0,0,0,0,0,0,5,0,4,9,0,0,0
2007,NYN,NL,mainejo01,33,32,33,32,32,0,0,0,0,0,0,0,0,0,0,0,1
2007,NYN,NL,millela02,59,46,59,52,0,0,0,0,0,0,11,14,28,52,0,9,1
2007,NYN,NL,munizca01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYN,NL,pelfrmi01,15,13,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYN,NL,perezol01,29,27,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2007,NYN,NL,reyesjo01,160,160,160,160,0,0,0,0,0,160,0,0,0,0,0,0,0
2007,NYN,NL,smithjo05,54,0,52,54,54,0,0,0,0,0,0,0,0,0,0,0,0
