playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
kroegjo01,2004,1,ARI,NL,LF,11,,,,,,,,,,,
kroegjo01,2004,1,ARI,NL,OF,19,,351,33,0,0,0,,,,,
kroegjo01,2004,1,ARI,NL,RF,8,,,,,,,,,,,
krynzda01,2004,1,MIL,NL,CF,2,,,,,,,,,,,
krynzda01,2004,1,MIL,NL,OF,10,,234,29,1,1,1,,,,,
krynzda01,2004,1,MIL,NL,RF,8,,,,,,,,,,,
kubelja01,2004,1,MIN,AL,LF,2,,,,,,,,,,,
kubelja01,2004,1,MIN,AL,OF,10,,186,14,1,0,1,,,,,
kubelja01,2004,1,MIN,AL,RF,8,,,,,,,,,,,
leagubr01,2004,1,TOR,AL,P,3,,15,0,0,0,0,,,,,
ledezwi01,2004,1,DET,AL,P,15,,159,5,2,2,0,,,,,
lindeto01,2004,1,SFN,NL,LF,7,,,,,,,,,,,
lindeto01,2004,1,SFN,NL,OF,11,,204,9,0,0,0,,,,,
lindeto01,2004,1,SFN,NL,RF,4,,,,,,,,,,,
liriape01,2004,1,MIL,NL,P,11,,48,1,1,0,0,,,,,
loeka01,2004,1,TEX,AL,P,2,,21,0,1,1,0,,,,,
lopezfe01,2004,1,CIN,NL,2B,2,,15,1,1,1,1,,,,,
lopezfe01,2004,1,CIN,NL,3B,24,,624,24,49,5,1,,,,,
lopezfe01,2004,1,CIN,NL,SS,51,,1173,65,137,9,25,,,,,
lopezjo01,2004,1,SEA,AL,3B,1,,3,0,0,0,0,,,,,
lopezjo01,2004,1,SEA,AL,SS,57,,1470,90,126,10,24,,,,,
lowryno01,2004,1,SFN,NL,P,16,,276,1,15,0,1,,,,,
lunahe01,2004,1,SLN,NL,2B,19,,279,24,33,0,6,,,,,
lunahe01,2004,1,SLN,NL,3B,16,,264,4,19,2,3,,,,,
lunahe01,2004,1,SLN,NL,CF,2,,,,,,,,,,,
lunahe01,2004,1,SLN,NL,LF,8,,,,,,,,,,,
lunahe01,2004,1,SLN,NL,OF,10,,126,9,0,0,0,,,,,
lunahe01,2004,1,SLN,NL,SS,24,,432,33,57,5,12,,,,,
machaan01,2004,1,CIN,NL,SS,17,,447,23,36,4,7,,,,,
madsory01,2004,1,PHI,NL,P,52,,231,7,4,0,0,,,,,
mainejo01,2004,1,BAL,AL,P,1,,12,1,0,0,1,,,,,
majewga01,2004,1,MON,NL,P,16,,63,1,0,1,0,,,,,
majewva01,2004,1,BAL,AL,CF,3,,,,,,,,,,,
majewva01,2004,1,BAL,AL,OF,4,,78,11,0,0,0,,,,,
majewva01,2004,1,BAL,AL,RF,1,,,,,,,,,,,
mauerjo01,2004,1,MIN,AL,C,32,,771,212,10,2,0,0,,11,7,
mcpheda01,2004,1,ANA,AL,3B,14,,279,9,22,0,1,,,,,
meyerda02,2004,1,ATL,NL,P,2,,6,0,0,0,0,,,,,
mitrese01,2004,1,CHN,NL,P,12,,156,8,10,0,0,,,,,
molinya01,2004,1,SLN,NL,C,51,,1032,256,16,2,1,4,,9,8,
morneju01,2004,1,MIN,AL,1B,61,,1614,523,41,3,54,,,,,
munozar01,2004,1,CHA,AL,P,11,,42,1,2,0,0,,,,,
murphdo01,2004,1,KCA,AL,2B,7,,183,12,17,0,8,,,,,
myersbr01,2004,1,PHI,NL,P,32,,528,15,23,0,1,,,,,
nageocl01,2004,1,SEA,AL,P,12,,111,4,8,0,0,,,,,
narrosa02,2004,1,TEX,AL,P,1,,9,0,2,0,0,,,,,
navardi01,2004,1,NYA,AL,C,4,,39,9,0,0,0,0,,0,0,
nivarra01,2004,1,TEX,AL,CF,6,,,,,,,,,,,
